,condition,time,type
1862,Autonomous,6.107465646,Remind rules
1863,Autonomous,2.491765552,Remind rules
1864,Autonomous,0.445300552,Remind rules
1865,Autonomous,7.74015061,Remind rules
1866,Autonomous,1.989904399,Remind rules
1867,Autonomous,0.792760561,Remind rules
1868,Autonomous,4.770780781,Remind rules
1869,Autonomous,2.039169306,Remind rules
1870,Autonomous,0.688159821,Remind rules
1871,Autonomous,2.687586503,Remind rules
1872,Autonomous,3.370685706,Remind rules
1873,Autonomous,1.687825214,Remind rules
1874,Autonomous,1.031115042,Remind rules
1875,Autonomous,2.788519165,Remind rules
1876,Autonomous,5.288783955,Remind rules
1877,Autonomous,0.60434641,Remind rules
1878,Autonomous,1.009852412,Remind rules
1879,Autonomous,1.1813284,Remind rules
1880,Autonomous,0.587736654,Remind rules
1881,Autonomous,2.091580475,Remind rules
1882,Autonomous,1.396842264,Remind rules
1883,Autonomous,7.682153056,Remind rules
1884,Autonomous,1.799827658,Remind rules
1885,Autonomous,1.203420883,Remind rules
1886,Autonomous,1.361115158,Remind rules
1887,Autonomous,3.310473889,Remind rules
1888,Autonomous,1.680533649,Remind rules
1889,Autonomous,0.185448907,Remind rules
1890,Autonomous,1.943969212,Remind rules
1891,Autonomous,2.231798705,Remind rules
1892,Autonomous,1.777303925,Remind rules
1893,Autonomous,1.50526948,Remind rules
1894,Autonomous,2.656614928,Remind rules
1895,Autonomous,0.298367239,Remind rules
1896,Autonomous,5.693792629,Remind rules
1897,Autonomous,0.380006103,Remind rules
1898,Autonomous,0.738613996,Remind rules
1899,Autonomous,0.592740702,Remind rules
1900,Autonomous,2.958666314,Remind rules
1901,Autonomous,6.806638758,Remind rules
1902,Autonomous,3.270175653,Remind rules
1903,Autonomous,2.948846622,Remind rules
1904,Autonomous,1.216677081,Remind rules
1905,Autonomous,1.643459504,Remind rules
1906,Autonomous,3.712913902,Remind rules
1907,Autonomous,1.478863688,Remind rules
1908,Autonomous,1.294784244,Remind rules
1909,Autonomous,0.67772591,Remind rules
1910,Autonomous,0.84865183,Remind rules
1911,Autonomous,0.271476443,Remind rules
1912,Autonomous,2.675445597,Remind rules
1913,Autonomous,2.475274068,Remind rules
1914,Autonomous,1.587408793,Remind rules
1915,Autonomous,6.524939121,Remind rules
1916,Autonomous,1.007169816,Remind rules
1917,Autonomous,3.00078595,Remind rules
1918,Autonomous,6.718621686,Remind rules
1919,Autonomous,7.289411367,Remind rules
1920,Autonomous,1.205475527,Remind rules
1921,Autonomous,5.680685844,Remind rules
1922,Autonomous,6.177094431,Remind rules
1923,Autonomous,2.173793899,Remind rules
1924,Autonomous,3.872181464,Remind rules
1925,Autonomous,0.692791932,Remind rules
1926,Autonomous,1.173420716,Remind rules
1927,Autonomous,1.936709411,Remind rules
1928,Autonomous,0.269988944,Remind rules
1929,Autonomous,0.781246584,Remind rules
1930,Autonomous,0.127403389,Remind rules
1931,Autonomous,0.568567696,Remind rules
1932,Autonomous,0.23312355,Remind rules
1933,Autonomous,1.783099297,Remind rules
1934,Autonomous,3.967820276,Remind rules
1935,Autonomous,0.465664548,Remind rules
1936,Autonomous,4.39432898,Remind rules
1937,Autonomous,0.761619823,Remind rules
1938,Autonomous,1.413039685,Remind rules
1939,Autonomous,0.49758709,Remind rules
1940,Autonomous,4.355812015,Remind rules
1941,Autonomous,2.198555707,Remind rules
1942,Autonomous,0.956328617,Remind rules
1943,Autonomous,0.336739257,Remind rules
1944,Autonomous,2.627890427,Remind rules
1945,Autonomous,6.702605871,Remind rules
1946,Autonomous,0.483352077,Remind rules
1947,Autonomous,3.552394853,Remind rules
1948,Autonomous,2.57824371,Remind rules
1949,Autonomous,2.091421633,Remind rules
1950,Autonomous,0.519232146,Remind rules
1951,Autonomous,1.405786417,Remind rules
1952,Autonomous,1.401936261,Remind rules
1953,Autonomous,6.648104166,Remind rules
1954,Autonomous,1.206288396,Remind rules
1955,Autonomous,5.82794993,Remind rules
1956,Autonomous,1.424206969,Remind rules
1957,Autonomous,0.802033191,Remind rules
1958,Autonomous,0.803027314,Remind rules
1959,Autonomous,2.500582335,Remind rules
1960,Autonomous,3.023650841,Remind rules
1961,Autonomous,2.595247887,Remind rules
1962,Autonomous,1.232999341,Remind rules
1963,Autonomous,4.519511422,Remind rules
1964,Autonomous,2.687565582,Remind rules
1965,Autonomous,0.761671392,Remind rules
1966,Autonomous,17.948510027,Remind rules
1967,Autonomous,1.237065482,Remind rules
1968,Autonomous,1.474559433,Remind rules
1969,Autonomous,3.10812523,Remind rules
1970,Autonomous,6.304184757,Remind rules
1971,Autonomous,0.527658948,Remind rules
1972,Autonomous,1.704468724,Remind rules
1973,Autonomous,0.996837366,Remind rules
1974,Autonomous,2.705934112,Remind rules
1975,Autonomous,2.863346251,Remind rules
1976,Autonomous,2.209427262,Remind rules
1977,Autonomous,0.927359748,Remind rules
1978,Autonomous,0.9608142,Remind rules
1979,Autonomous,0.046980543,Remind rules
1980,Autonomous,1.248115441,Remind rules
1981,Autonomous,0.132428323,Remind rules
1982,Autonomous,1.681391857,Remind rules
1983,Autonomous,2.777455008,Remind rules
1984,Autonomous,12.17914274,Remind rules
1985,Autonomous,0.193816364,Remind rules
1986,Autonomous,1.658502032,Remind rules
1987,Autonomous,1.78501393,Remind rules
1988,Autonomous,2.000201682,Remind rules
1989,Autonomous,1.062526524,Remind rules
1990,Autonomous,0.755311375,Remind rules
1991,Autonomous,3.676999219,Remind rules
1992,Autonomous,1.317643376,Remind rules
1993,Autonomous,7.578431797,Remind rules
1994,Autonomous,1.924820169,Remind rules
1995,Autonomous,3.687535376,Remind rules
1996,Autonomous,0.549152055,Remind rules
1997,Autonomous,5.580729244,Remind rules
1998,Autonomous,2.215107992,Remind rules
1999,Autonomous,0.173651873,Remind rules
2000,Autonomous,1.57969881,Remind rules
2001,Autonomous,0.486550947,Remind rules
2002,Autonomous,3.216700214,Remind rules
2003,Autonomous,1.510451015,Remind rules
